Item Number,Brand,Processor,Type,Release Year,Model,Price,Ram Size Clean,GPU Clean,Maximum Resolution Clean,Screen Size Clean,Processor Speed Clean,Refurbished,Condition Clean,OS Clean,SSD Capacity Clean,Hard Drive Capacity Clean,Storage Type Clean
85264984707,Lenovo,Intel Core i5 1st Gen.,Unknown,nan,X201,139.19,Unknown,Unknown,1198 x 674,12.5,2.4,False,Good,Windows 10 Pro,120 GB,Unknown,SSD
85264984708,Dell,Intel Core i5 4th generation,Laptop,nan,E5440,352.04,Unknown,Unknown,1920 x 1080,14.0,Unknown,False,Unknown,Windows 10 Pro,240 GB,Unknown,Unknown
85264984710,Lenovo,Intel Core Duo T2300,Laptop,nan,T60,340.21,Unknown,Unknown,1920 x 1080,14.1,1.99,False,Unknown,Windows 7 Pro,960 GB,Unknown,Unknown
85264984711,Lenovo,AMD Ryzen 5 5500U,Laptop,nan,Lenovo Ideapad 1,329.95,8.0,AMD Radeon 7,1342 x 755,14.0,Unknown,False,New,Windows 11 Home,256 GB,Unknown,SSD
85264984713,Dell,Intel Core 2 Duo,Laptop,nan,Dell D830,45,2.0,Unknown,1476 x 831,15.4,Unknown,False,Unknown,Unknown,80 GB,80 GB,Unknown
85264984715,Dell,Intel Core i5 3rd generation,Unknown,nan,E5430,349.69,Unknown,Unknown,1920 x 1080,14.0,Unknown,False,Unknown,Windows 11 Pro,120 GB,Unknown,Unknown
85264984716,Dell,Intel Core i7 11th Gen.,Laptop,nan,Latitude 3420,349.95,16.0,Intel Iris Xe,1366 x 768,14.0,2.8,False,Unknown,Windows 10 Pro,512 GB,512 GB,SSD
85264984718,Dell,Intel Core i5 11th Gen.,Laptop,2023,Dell Inspiron 15 3520,399,8.0,Intel UHD Graphics,1920 x 1080,15.6,2.5,Unknown,Unknown,Windows 11 Home,256 GB,Unknown,SSD
85264984720,Dell,Intel Core i5 8th Gen.,Laptop,2019,Dell Inspiron 15 7580,399,8.0,Unknown,1496 x 841,15.6,1.6,Unknown,Unknown,Windows 10 Home,512 GB,512 GB,SSD
85264984722,Gateway,Intel Celeron N2920,Laptop,nan,Gateway NE51006u,24.99,4.0,Unknown,1496 x 841,15.6,Unknown,False,Not Working,Unknown,Unknown,Unknown,Unknown
85264984723,Lenovo,Intel Core i3 11th Gen.,Laptop,2022,Lenovo IdeaPad 3,259,4.0,Intel UHD Graphics,1920 x 1080,14.0,3.0,Unknown,Unknown,Windows 11 Home,128 GB,128 GB,SSD
85264984724,Dell,Intel Core i5 5th generation,Laptop,nan,E7450,334.44,Unknown,Unknown,1920 x 1080,14.0,2.7,False,Unknown,Windows 10 Pro,120 GB,Unknown,Unknown
85264984725,Fujitsu,Intel Core i3 4th generation,Laptop,nan,E544,346.84,Unknown,Unknown,1920 x 1080,14.0,3.0,False,Unknown,Windows 10 Pro,120 GB,Unknown,SSD
85264984726,Dell,Intel Core i7 11th Gen.,Laptop,2022,Latitude 5430 Rugged,1899.99,32.0,Intel Iris Xe,1920 x 1080,14.0,1.8,False,Excellent,Windows 11 Pro,1 TB,1 TB,SSD
85264984728,Lenovo,Intel Core i5 5th Gen.,Laptop,nan,Lenovo ThinkPad T450S,56.05,12.0,Unknown,1342 x 755,14.0,2.9,Unknown,Unknown,Windows 10 Home,240 GB,240 GB,SSD
85264984730,HP,AMD A4 Dual-Core,Laptop,nan,HP Chromebook 14A G5,22,4.0,AMD Radeon R4,1366 x 768,14.0,1.6,Unknown,Unknown,Chrome OS,16 GB,16 GB,SSD
85264984731,HP,Intel Core i3-1215U,Laptop,2022,15-dy5131wm,329.95,8.0,Intel UHD Graphics,1920 x 1080,15.6,1.2,False,New,Windows 11 Home,256 GB,256 GB,SSD
85264984733,Dell,Intel Core i5 5th generation,Laptop,nan,E7450,365.8,Unknown,Unknown,1920 x 1080,14.0,2.7,False,Unknown,Windows 11 Pro,240 GB,Unknown,Unknown
85264984735,Dell,Intel Core i7 4th Gen.,Laptop,nan,i7,495.97,16.0,Unknown,1342 x 755,14.0,Unknown,False,Unknown,Windows 11 Pro,1 TB,Unknown,SSD
85264984736,HP,Intel Core i3 11th Gen.,Laptop,nan,HP 14-DQ2032WM,281.04,4.0,Intel UHD Graphics,1342 x 755,14.0,2.9,Unknown,Unknown,Windows 11 Home,128 GB,128 GB,SSD
85264984737,Lenovo,Intel Core i5 13th Gen.,Laptop,nan,Lenovo Yoga 7i,699.99,16.0,Intel Iris Xe,1920 x 1200,16.0,1.3,Unknown,Unknown,Windows 11 Home,512 GB,512 GB,SSD
85264984738,Lenovo,Intel Celeron,Laptop,2020,Lenovo IdeaPad Flex 5 CB,199.88,4.0,Intel UHD Graphics,1920 x 1080,13.3,1.9,Unknown,Unknown,Chrome OS,64 GB,Unknown,SSD
85264984739,Dell,Intel Core i5-6200U,Unknown,nan,DELL 5559,299.99,8.0,Unknown,1496 x 841,15.6,2.3,False,Good,Unknown,240 GB,240 GB,SSD
85264984743,Dell,Intel Core i7 11th Gen.,Laptop,2022,Dell Latitude 7420,599,16.0,Intel Iris Xe,1920 x 1080,14.0,3.0,False,New,Windows 10 Pro,256 GB,16 GB,SSD
85264984744,Dell,Intel Core i5 4th generation,Laptop,nan,E5440,291.01,Unknown,Unknown,1920 x 1080,14.0,2.6,False,Unknown,Windows 10 Pro,120 GB,Unknown,Unknown
85264984745,Dell,Intel Core i5 4th generation,Laptop,nan,E5440,375.95,Unknown,Unknown,1920 x 1080,14.0,2.6,False,Unknown,Windows 10 Pro,240 GB,Unknown,Unknown
85264984746,HP,Intel Core i5 6th Gen.,Laptop,2017,HP Elitebook 840 G3,110,16.0,Unknown,1366 x 768,14.0,2.4,False,Unknown,Windows 10 Pro,256 GB,256 GB,SSD
85264984748,Dell,intel core i7 6th gen,Laptop,nan,Dell Precision 7720,599.99,32.0,Unknown,1920 x 1080,17.3,3.1,False,Excellent,Unknown,1 TB,1 TB,SSD
85264984749,HP,AMD A4 Dual-Core,Laptop,2019,HP 14A G5,200,4.0,AMD Radeon R4,1342 x 755,14.0,1.6,False,Good,Chrome OS,32 GB,Unknown,SSD
85264984750,HP,Intel Core i3 11th Gen.,Laptop,2021,HP 14-dq2053cl,319.99,8.0,Intel UHD Graphics,1920 x 1080,14.0,2.0,Unknown,Unknown,Windows 11 Home,256 GB,256 GB,SSD
85264984751,HP,Intel Core i7 7th Gen.,Laptop,nan,HP Omen,490,Unknown,Unknown,1920 x 1080,15.6,Unknown,False,Unknown,Windows 10 Pro,1 TB,1 TB,Unknown
85264984752,Lenovo,Intel Celeron,Laptop,2019,Lenovo 100e,55,4.0,Unknown,1366 x 768,11.6,2.6,False,Good,Chrome OS,32 GB,32 GB,SSD
85264984753,HP,Amd 7th generation,Laptop,2018,Hp 15-bw071nr,130,Unknown,Unknown,1496 x 841,15.6,Unknown,False,Unknown,Windows 10 Home,4 GB,256 GB,Unknown
85264984754,HP,Intel Celeron N3060,Laptop,2016,ChromeBook,149.99,4.0,Unknown,1366 x 768,11.6,1.6,False,Good,Chrome OS,16 GB,Unknown,SSD
85264984755,Dell,"Intel i5-7200U @2.50 GHz,  2701 Mhz,  2Core(s)",Laptop,2021,Dell Inspiron 5767,425,16.0,Unknown,1900 x 600,17.3,2.5,False,Good,Unknown,500 GB,500 GB,SSD
85264984756,Dell,Intel Core i5 4th generation,Laptop,nan,E5440,318.2,Unknown,Unknown,1920 x 1080,14.0,2.6,False,Unknown,Windows 10 Pro,120 GB,Unknown,Unknown
85264984757,Dell,Intel Core i5 6th generation,Laptop,nan,E7270,395.96,Unknown,Unknown,1920 x 1080,12.5,2.8,False,Unknown,Windows 11 Pro,120 GB,Unknown,Unknown
85264984758,Dell,Intel Celeron N,Laptop,2015,Samsung ChromeBook,52.99,4.0,Unknown,1366 x 768,11.6,Unknown,False,Very Good,Chrome OS,16 GB,16 GB,SSD
85264984759,Panasonic,Intel Core i5 5th Gen.,Unknown,nan,i5 6300u,225,8.0,Unknown,968 x 545,10.1,Unknown,False,Good,Windows 10 Home,256 GB,Unknown,SSD
85264984760,HP,AMD Ryzen Pro 3,Laptop,2016,HP EliteBook mt45,243,8.0,Unknown,1920 x 1080,14.0,2.1,False,Good,Windows 10 Home,256 GB,256 GB,SSD
85264984761,Dell,Intel Core i5 13th Gen.,Laptop,2023,Dell Latitude 5540,739.99,16.0,Intel UHD Graphics,1920 x 1080,15.6,Unknown,False,New,Windows 10 Pro,512 GB,Unknown,SSD
85264984762,HP,Intel Core i5 2nd Gen.,Laptop,nan,HP EliteBook 8460P,99.99,Unknown,Unknown,1342 x 755,14.0,2.5,False,Unknown,Windows 7 Home,Unknown,Unknown,Unknown
85264984763,Dell,Intel Core i5 4th generation,Laptop,nan,E5440,293.95,Unknown,Unknown,1920 x 1080,14.0,Unknown,False,Unknown,Windows 11 Pro,120 GB,Unknown,Unknown
85264984764,HP,Intel Core i7 12th Gen.,Laptop,nan,HP Probook 640 G1,749.59,16.0,Intel Iris Xe,1920 x 1080,14.0,1.8,Unknown,Unknown,Windows 10 Pro,512 GB,512 GB,SSD
85264984765,HP,Intel Core i7 6th Gen.,Laptop,nan,Elitebook 840 G3,259.99,16.0,Unknown,1920 x 1080,14.0,2.4,False,Very Good,Windows 11 Pro,512 GB,512 GB,SSD
85264984766,Lenovo,Intel Core i5 7th Gen.,Laptop,nan,Lenovo ThinkPad Yoga 370,149,16.0,Unknown,1275 x 717,13.3,2.6,False,Good,Windows 10 Pro,256 GB,256 GB,SSD
85264984767,Dell,Intel Core i5 7th Gen.,Laptop,nan,LATITUDE 7212 Rugged Extreme,449.99,16.0,Unknown,1920 x 1080,11.6,Unknown,False,Good,Windows 10 Pro,1 TB,Unknown,SSD
85264984769,HP,Intel Core i7 12th Gen.,Laptop,nan,HP ENVY 17-cr0xxx,669.99,16.0,Intel Iris Xe,1920 x 1080,17.3,2.1,False,New,Windows 11 Home,1 TB,Unknown,SSD
85264984770,Dell,Intel Core i7 8th Gen.,Laptop,nan,Dell Latitude 7490,139.99,32.0,Intel UHD Graphics,1342 x 755,14.0,3.9,Unknown,Unknown,Windows 10 Pro,512 GB,512 GB,SSD
85264984771,Dell,Intel Core i7 8th Gen.,Laptop,nan,Dell Latitude 5400,199,16.0,Intel UHD Graphics 620,1920 x 1080,14.0,1.9,False,Very Good,Windows 11 Pro,256 GB,256 GB,SSD
85264984773,Dell,Intel Core i5 3rd generation,Laptop,nan,E5430,380.26,Unknown,Unknown,1920 x 1080,14.0,3.0,False,Unknown,Windows 10 Pro,960 GB,Unknown,SSD
85264984776,Dell,Intel Core i5 11th Gen.,Laptop,2022,Dell Latitude 5420,699.99,16.0,Intel Iris Xe,1920 x 1080,Unknown,2.6,False,Excellent,Windows 11 Pro,512 GB,512 GB,SSD
85264984778,Lenovo,Intel Core i5 4th Gen.,Laptop,nan,Lenovo ThinkPad T440P,179.99,12.0,Unknown,1342 x 755,14.0,2.6,False,Very Good,Windows 10 Home,512 GB,512 GB,SSD
85264984779,Gateway,Intel Celeron N2920,Laptop,nan,Gateway NE51006u,24.99,4.0,Unknown,1496 x 841,15.6,Unknown,False,Not Working,Unknown,Unknown,Unknown,Unknown
85264984780,HP,AMD Turion X2,Laptop,nan,Turion,30,2.0,Unknown,1476 x 831,15.4,2.1,False,Good,Linux,250 GB,160 GB,HDD
85264984781,Lenovo,Intel Core i3 10th generation,Laptop,nan,82C5,565.09,Unknown,Intel UHD Graphics,1920 x 1080,15.6,1.49,False,New,Windows 11 Pro,256 GB,Unknown,SSD
85264984782,Dell,Intel Core i5 4th Gen.,Laptop,nan,Dell Latitude E6440,189,8.0,Unknown,1342 x 755,14.0,2.7,False,Good,Windows 10 Home,512 GB,Unknown,SSD
85264984783,HP,Intel Core i5-3210M,Unknown,nan,HP Probook 6570B,49.99,4.0,Unknown,1486 x 836,15.5,2.5,False,Unknown,Unknown,Unknown,Unknown,Unknown
85264984784,Dell,Intel Core i5 9th Gen.,Laptop,2019,Dell Latitude 5401,234.56,16.0,Intel UHD Graphics 630,1920 x 1080,14.0,2.5,False,Good,Windows 10 Pro,128 GB,Unknown,SSD
85264984785,LG,Intel Core i7 13th Gen.,Laptop,2023,LG gram SuperSlim,849.99,16.0,Intel Iris Xe,1920 x 1080,15.6,2.2,Unknown,Unknown,Windows 11 Home,512 GB,Unknown,SSD
85264984788,Acer,Intel Core i5 11th Gen.,Laptop,2021,Nitro 5 AN515-54-70KK,435,16.0,Unknown,1920 x 1080,15.6,2.6,False,Unknown,Windows 11 Home,256 GB,256 GB,SSD
85264984789,Dell,Intel Core i5 4th generation,Laptop,nan,E5440,398.07,Unknown,Unknown,1920 x 1080,14.0,2.6,False,Unknown,Windows 10 Pro,480 GB,Unknown,Unknown
85264984790,Dell,Intel Core i5 4th generation,Laptop,nan,E5440,328.51,Unknown,Unknown,1920 x 1080,14.0,2.6,False,Unknown,Windows 11 Pro,240 GB,Unknown,Unknown
85264984791,Lenovo,Intel Core i5 6th generation,Laptop,nan,T470s,325.27,Unknown,Unknown,1920 x 1080,14.0,2.8,False,Unknown,Windows 11 Pro,120 GB,Unknown,Unknown
85264984792,Asus,Intel Celeron,Laptop,2015,R515MA-RH01,171.99,Unknown,Unknown,1496 x 841,15.6,Unknown,False,Good,Unknown,Unknown,Unknown,HDD
85264984793,Dell,Intel Core i5 4th Gen.,Laptop,nan,E6320,588.65,Unknown,Unknown,1275 x 717,13.3,Unknown,False,Good,Windows 10 Home,320 GB,320 GB,HDD
85264984794,Dell,Intel Core i5 3rd generation,Unknown,nan,E5430,360.49,Unknown,Unknown,1920 x 1080,14.0,Unknown,False,Unknown,Windows 10 Pro,240 GB,Unknown,Unknown
85264984795,Lenovo,Intel Core i7 11th Gen.,Laptop,2021,Lenovo ThinkPad X13 Yoga 2nd Gen.,529.99,16.0,Intel Iris Xe,1920 x 1200,13.3,3.0,False,Excellent,Windows 10 Pro,256 GB,Unknown,SSD
85264984796,Dell,Intel Core i5,Laptop,nan,Dell XPS 13 9350,574.94,8.0,Unknown,1920 x 1080,13.3,2.8,False,New,Windows 10 Home,1 TB,Unknown,SSD
85264984797,Microsoft,INTEL I5 10TH GEN,Unknown,nan,Microsoft Surface Go,219.56,128.0,Unknown,1150 x 647,12.0,Unknown,False,Good,Windows 10 Home,128 GB,128 GB,Unknown
85264984798,HP,Intel Pentium Silver,Laptop,nan,Samsung ChromeBook,49.99,4.0,Unknown,1366 x 768,14.0,2.7,Unknown,Unknown,Chrome OS,64 GB,Unknown,SSD
85264984799,HP,Intel Pentium N-Series,Laptop,nan,HP 15-fd0083wm,259,4.0,Intel UHD Graphics,1496 x 841,15.6,1.8,Unknown,Unknown,Windows 11 Home,128 GB,128 GB,SSD
85264984800,Dell,Intel Core i5 3rd generation,Laptop,nan,E6430,420.58,Unknown,Unknown,1920 x 1080,14.0,3.0,False,Unknown,Windows 10 Pro,960 GB,Unknown,Unknown
85264984801,Panasonic,core i5 m520,Laptop,nan,Panasonic Toughbook CF-52,199.99,4.0,Unknown,1280 x 800,15.4,2.4,False,Unknown,Windows XP,160 GB,160 GB,HDD
85264984802,Microsoft,Intel Core i5 10th Gen.,Laptop,nan,Surface Pro 7,255,8.0,Intel Iris Plus,2736 x 1824,12.3,1.1,False,Unknown,Windows 11 Home,128 GB,128 GB,SSD
85264984804,Dell,Intel Core 2 Duo,Laptop,nan,Dell Latitude E6500,44.97,4.0,Unknown,1920 x 1200,15.4,Unknown,False,Unknown,Unknown,Unknown,Unknown,Unknown
85264984805,Fujitsu,Intel Core i5 4th generation,Laptop,nan,A574,433.3,Unknown,Unknown,1920 x 1080,15.6,3.0,False,Unknown,Windows 10 Pro,240 GB,Unknown,SSD
85264984806,Dell,Intel Core i5 4th generation,Laptop,nan,E5440,384.1,Unknown,Unknown,1920 x 1080,14.0,Unknown,False,Unknown,Windows 10 Pro,480 GB,Unknown,Unknown
85264984807,Dell,AMD Turion 64,Laptop,nan,Dell Inspiron 1501,21.95,4.0,Unknown,1280 x 800,15.4,Unknown,False,Good,Windows 10 Home,180 GB,500 GB,HDD
85264984808,Dell,Intel Core i5 4th generation,Laptop,nan,E5440,384.1,Unknown,Unknown,1920 x 1080,14.0,Unknown,False,Unknown,Windows 11 Pro,240 GB,Unknown,Unknown
85264984809,HP,Intel Celeron,Laptop,2019,HP Chromebook,100,4.0,Intel UHD Graphics 600,1366 x 768,14.0,1.1,Unknown,Unknown,Chrome OS,32 GB,Unknown,SSD
85264984810,Dell,UNKNOWN,Laptop,nan,DELL INSPIRON P32E,19,Unknown,Unknown,1342 x 755,14.0,Unknown,False,Not Working,Unknown,Unknown,Unknown,Unknown
85264984811,Lenovo,Intel Core i5 6th generation,Laptop,nan,T470s,399.8,Unknown,Unknown,1920 x 1080,14.0,Unknown,False,Unknown,Windows 10 Pro,480 GB,Unknown,Unknown
85264984812,Dell,i5,Laptop,nan,Dell Latitude E7270,549.95,8.0,Unknown,1366 x 768,12.5,Unknown,False,Unknown,Unknown,Unknown,Unknown,Unknown
85264984813,HP,Intel Celeron N4020,Laptop,nan,HP CHROMEBOOK x360 12b-ca001nr 2 in 1,150.39,4.0,Intel UHD Graphics 600,1366 x 912,12.0,1.1,False,Good,Chrome OS,32 GB,Unknown,SSD
85264984814,Acer,Intel Core i3 11th Gen.,Laptop,2023,Acer Aspire 3,399,8.0,Intel UHD Graphics,1600 x 900,17.3,3.0,False,New,Windows 11 Home,256 GB,256 GB,SSD
85264984815,HP,Intel Core i7 8th Gen.,Laptop,nan,Hp Elitebook 840 G6,230,Unknown,Unknown,1920 x 1080,14.0,1.8,False,Good,Windows 10 Home,256 GB,256 GB,SSD
85264984816,Xplore,Intel Pentium,Laptop,nan,Xplore X10,890,8.0,Unknown,1920 x 1080,10.0,1.1,False,New,Windows 10 Pro,128 GB,Unknown,SSD
85264984818,Asus,Intel Celeron,Unknown,nan,Samsung ChromeBook,105,32.0,Intel UHD Graphics,1366 x 768,11.6,1.1,Unknown,Unknown,Chrome OS,32 GB,32 GB,SSD
85264984819,Lenovo,AMD Ryzen 7 7000 Series,Laptop,2022,Lenovo Yoga 6 13ABR8,799.99,16.0,AMD Radeon,1920 x 1200,13.3,2.0,Unknown,Unknown,Windows 11 Home,1 TB,Unknown,SSD
85264984820,Dell,Intel Core i5 4th generation,Laptop,nan,E5440,449.83,Unknown,Unknown,1920 x 1080,14.0,2.6,False,Unknown,Windows 10 Pro,960 GB,Unknown,Unknown
85264984822,Dell,Intel Core i7 6th Gen.,Laptop,nan,PRECISION 3520,215.99,16.0,NVIDIA Quadro M620,1366 x 768,15.6,Unknown,False,Good,Windows 10 Pro,512 GB,Unknown,SSD
85264984824,Acer,Intel Celeron,Laptop,nan,Samsung ChromeBook,40,16.0,Unknown,1112 x 626,11.6,1.4,False,Unknown,Chrome OS,Unknown,Unknown,Unknown
85264984825,Lenovo,MediaTek,Laptop,nan,Samsung ChromeBook,200,4.0,ARM Mali,1920 x 1200,10.1,2.0,Unknown,Unknown,Chrome OS,128 GB,Unknown,SSD + HDD
85264984826,Dell,Intel Core i7 7th Gen.,Laptop,2017,Alienware 15 R3,300,8.0,NVIDIA GTX 1050 Ti,1920 x 1080,15.0,2.8,False,Unknown,Windows 10 Home,256 GB,1 TB,SSD + HDD
85264984828,HP,AMD E-Series,Laptop,2016,14-an013nr,120,8.0,AMD Radeon,1920 x 1080,14.0,1.8,False,Unknown,Windows 11 Home,512 GB,512 GB,SSD
85264984829,Dell,Intel Core i5 5th generation,Laptop,nan,E7450,358.8,Unknown,Unknown,1920 x 1080,14.0,2.7,False,Unknown,Windows 11 Pro,120 GB,Unknown,Unknown
85264984831,Microsoft,Core i7 4th Gen,Unknown,nan,Microsoft Surface Pro,220,8.0,Unknown,1179 x 663,12.3,1.7,False,Unknown,Windows 10 Home,512 GB,512 GB,Unknown
85264984832,Huawei,13th Gen Intel Core i9-13900H Processor,Laptop,nan,Huawei MateBook D 16 2024,1439,16.0,Unknown,1920 x 1200,16.0,Unknown,False,New,Windows 11 Home,1 TB,Unknown,SSD
85264984833,Dell,Intel Core i3 8th Gen.,Laptop,nan,Dell G3,299.99,8.0,Unknown,1920 x 1080,13.3,2.1,Unknown,Unknown,Windows 10 Pro,128 GB,128 GB,SSD
85264984834,Lenovo,Intel Core i7 11th Gen.,Laptop,2021,Lenovo ThinkPad X1,719.99,16.0,Intel Iris Xe,2160 x 1350,13.0,2.1,Unknown,Unknown,Windows 11 Pro,256 GB,256 GB,SSD
85264984835,Lenovo,Mediatek,Laptop,nan,Lenovo 100e,55.99,4.0,Unknown,1366 x 768,11.6,2.1,Unknown,Unknown,Chrome OS,32 GB,Unknown,SSD
85264984836,HP,Intel Core i7 5th Gen.,Laptop,nan,HP EliteBook 850 G2,125,16.0,Unknown,1486 x 836,15.5,2.6,False,Unknown,Unknown,500 GB,500 GB,HDD
85264984839,Dell,Intel Core i5 5th generation,Laptop,nan,E7450,313.53,Unknown,Unknown,1920 x 1080,14.0,2.7,False,Unknown,Windows 10 Pro,120 GB,Unknown,Unknown
85264984840,Dell,Intel Core i5 3rd generation,Laptop,nan,E6430,302.83,Unknown,Unknown,1920 x 1080,14.0,3.0,False,Unknown,Windows 10 Pro,240 GB,Unknown,Unknown
85264984841,Fujitsu,Intel Core i5 4th generation,Laptop,nan,A574,433.26,Unknown,Unknown,1920 x 1080,15.6,3.0,False,Unknown,Windows 11 Pro,240 GB,Unknown,SSD
85264984843,Dell,Intel Core i3 5th Gen.,Laptop,nan,INSPIRON 15 3543,103.39,4.0,Intel HD Graphics 5500,1366 x 768,15.6,2.0,False,Unknown,Windows 10 Pro,500 GB,500 GB,HDD
85264984844,Dell,Intel Core i7 3rd Gen.,Laptop,nan,Dell Latitude E5430,79.99,4.0,Unknown,1342 x 755,14.0,3.0,False,Good,Windows 7 Home,500 GB,500 GB,HDD
85264984845,Sony,Pentium D,Laptop,2010,SVE15113FJW,284.99,Unknown,Unknown,1486 x 836,15.5,Unknown,False,Good,Windows 10 Home,640 GB,640 GB,HDD
85264984846,Lenovo,i7-4600M,Laptop,nan,T440P,112.49,8.0,Unknown,1342 x 755,14.0,2.9,False,Unknown,Windows 10 Pro,500 GB,500 GB,HDD
85264984847,Lenovo,Intel Core i5 10th Gen.,Laptop,2019,Lenovo ThinkPad E15,399.99,32.0,Intel UHD Graphics,1920 x 1080,15.6,1.6,False,Unknown,Windows 11 Pro,1 TB,1 TB,SSD
85264984848,Lenovo,Intel Core i5 6th generation,Laptop,nan,T470s,393.22,Unknown,Unknown,1920 x 1080,14.0,2.8,False,Unknown,Windows 10 Pro,480 GB,Unknown,Unknown
85264984849,Lenovo,Intel Core  i5-8350U,Laptop,2018,Lenovo ThinkPad P52s,224.95,4.0,Unknown,1438 x 809,15.0,1.7,False,Good,Windows 10 Home,256 GB,256 GB,SSD
85264984850,Panasonic,Intel Core i5 3rd Gen.,Laptop,nan,CF-31S,325,8.0,Unknown,1024 x 768,13.0,Unknown,False,Good,Unknown,256 GB,256 GB,SSD
85264984851,Lenovo,Core i5 8250U,Laptop,nan,T480,500,16.0,Unknown,Unknown,Unknown,Unknown,False,Unknown,Windows 10 Pro,128 GB,Unknown,HDD
85264984852,Dell,Intel Core i5 3rd generation,Laptop,nan,E6430,289.63,Unknown,Unknown,1920 x 1080,14.0,3.0,False,Unknown,Windows 10 Pro,120 GB,Unknown,Unknown
85264984853,Dell,Intel Core i7 7th Gen.,Laptop,nan,Dell Precision 3520,399.99,32.0,Unknown,1920 x 1080,15.6,2.8,False,Excellent,Windows 11 Pro,1 TB,1 TB,SSD
85264984854,Dell,i5,Unknown,nan,Dell Latitude E7450,55,4.0,Unknown,1342 x 755,14.0,2.3,False,Not Working,Unknown,Unknown,Unknown,Unknown
85264984855,Microsoft,Intel Core i5 8th Gen.,Unknown,nan,Microsoft Surface Pro,150,Unknown,Unknown,1160 x 653,12.1,2.6,False,Good,Windows 11 Pro,256 GB,256 GB,SSD
85264984856,Dell,Intel Core i5 4th generation,Laptop,nan,E5440,327.77,Unknown,Unknown,1920 x 1080,14.0,2.6,False,Unknown,Windows 10 Pro,240 GB,Unknown,Unknown
85264984857,Dell,Intel Core i7 8th Gen.,Laptop,2019,Dell Latitude 7490,363,16.0,Intel UHD Graphics 620,1920 x 1080,14.0,1.9,Unknown,Unknown,Windows 11 Pro,256 GB,256 GB,SSD
85264984858,Samsung,Intel Celeron N,Laptop,nan,Samsung Galaxy Chromebook Go,94.99,4.0,Intel UHD Graphics,1366 x 768,14.0,1.1,Unknown,Unknown,Chrome OS,32 GB,Unknown,SSD
85264984859,Dell,Intel Core i5 5th generation,Laptop,nan,E7450,344.88,Unknown,Unknown,1920 x 1080,14.0,2.7,False,Unknown,Windows 10 Pro,240 GB,Unknown,Unknown
85264984860,Razer,Intel Core i7 8th Gen.,Laptop,2019,Razer Blade 15 Advanced Edition,699.99,16.0,NVIDIA RTX 2080,1920 x 1080,15.6,2.2,False,Unknown,Windows 10 Home,512 GB,Unknown,SSD
85264984861,Samsung,Intel Celeron N,Laptop,nan,Samsung Galaxy Chromebook Go,135,4.0,Intel UHD Graphics,1366 x 768,14.0,1.1,Unknown,Unknown,Chrome OS,32 GB,Unknown,SSD
85264984862,Lenovo,Intel Pentium Gold 8505,Laptop,nan,Flex 5 14IAU7,199.99,Unknown,Unknown,1920 x 1080,14.0,Unknown,False,Excellent,Chrome OS,Unknown,Unknown,SSD
85264984863,Dell,Intel Core i5 5th Gen.,Laptop,nan,Dell Latitude E5450,99.99,8.0,Unknown,1366 x 768,14.0,2.3,False,Not Working,Unknown,Unknown,Unknown,SSD
85264984864,HP,Intel Core i7 12th Gen.,Laptop,nan,HP Probook 640 G1,749.59,16.0,Intel Iris Xe,1920 x 1080,14.0,1.8,Unknown,Unknown,Windows 10 Pro,512 GB,512 GB,SSD
85264984866,Dell,Intel Core i5 7th Gen.,Laptop,nan,15,375,128.0,NVIDIA GTX 1050,1496 x 841,15.6,2.5,False,Unknown,Windows 10 Pro,128 GB,1 TB,HDD
85264984868,Fujitsu,Intel Core i3 4th generation,Laptop,nan,E734,390.83,Unknown,Unknown,1920 x 1080,13.3,3.0,False,Unknown,Windows 10 Pro,240 GB,Unknown,SSD
85264984872,HP,Intel Core i5-3210M,Unknown,nan,HP Probook 6570B,49.99,4.0,Unknown,1486 x 836,15.5,2.5,False,Unknown,Unknown,Unknown,Unknown,Unknown
85264984874,Dell,Intel Celeron,Laptop,nan,Dell Chromebook 11 3120,96.99,4.0,Unknown,1366 x 768,11.6,Unknown,False,Good,Chrome OS,16 GB,16 GB,SSD
85264984877,Fujitsu,Intel Core i5 6th generation,Laptop,nan,E736,462.06,Unknown,Unknown,1920 x 1080,13.3,Unknown,False,Unknown,Windows 11 Pro,960 GB,Unknown,SSD
85264984878,Toshiba,Intel Celeron,Laptop,nan,2,38,4.0,Unknown,1920 x 1080,13.3,Unknown,False,Good,Chrome OS,16 GB,16 GB,SSD
85264984879,Microsoft,Microsoft SQ1,Laptop,2019,Microsoft Surface Pro X,510,8.0,Qualcomm Adreno,2880 x 1920,13.0,3.0,False,New,Windows 10 Home,128 GB,Unknown,SSD
85264984881,HP,Intel Celeron N,Laptop,nan,HP ProBook Fortis 14 inch G9,219.99,8.0,Intel UHD Graphics,1366 x 768,14.0,1.1,False,New,Windows 10 Pro,128 GB,Unknown,SSD
85264984884,Dell,Intel Core i5 10th Gen.,Laptop,nan,Dell Inspiron 15 3593,349,12.0,Intel UHD Graphics,1920 x 1080,15.6,1.2,False,Very Good,Windows 11 Home,512 GB,Unknown,SSD
85264984885,Dell,Intel Core i5 4th generation,Laptop,nan,E5440,303.59,Unknown,Unknown,1920 x 1080,14.0,Unknown,False,Unknown,Windows 11 Pro,120 GB,Unknown,Unknown
